Year,Q1,Q2,Q3,Q4,citymarketid_1,citymarketid_2,city1,city2,fare1,fare2,fare3,fare4
2004,1,2,3,4,30140,32457,"Albuquerque, NM","San Francisco, CA (Metropolitan Area)",166.65,165.66,163.5,170.67
2014,1,2,3,4,31295,34100,"Detroit, MI","Philadelphia, PA",345.93,347.74,359.04,340.88
2013,1,2,3,4,33342,31650,"Milwaukee, WI","Minneapolis/St. Paul, MN",132.12,149.34,172.31,153.77
2010,1,2,3,4,30436,30852,"Tucson, AZ","Washington, DC (Metropolitan Area)",248.51,253.73,243.38,257.94
2003,1,2,3,4,31650,34614,"Minneapolis/St. Paul, MN","Salt Lake City, UT",197.08,216.55,215.04,210.01
2009,1,2,3,4,32467,33667,"Miami, FL (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",160.79,161.92,156.32,168.54
2001,1,2,3,4,32575,33667,"Los Angeles, CA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",301.53,250.22,236.71,194.57
1998,1,2,3,4,33044,31454,"Louisville, KY","Orlando, FL",105.18,102.58,98.9,110.96
2004,1,2,3,4,32467,34614,"Miami, FL (Metropolitan Area)","Salt Lake City, UT",208.99,202.62,204.56,185.19
2008,1,2,3,4,30325,33198,"Denver, CO","Kansas City, MO",113.43,116.2,129.15,122.32
2008,1,2,3,4,30792,32575,"Buffalo, NY","Los Angeles, CA (Metropolitan Area)",216.55,220.46,227.69,209.82
2006,1,2,3,4,31135,31703,"Myrtle Beach, SC","New York City, NY (Metropolitan Area)",137.05,157.25,142.49,127.26
2002,1,2,3,4,33495,31703,"New Orleans, LA","New York City, NY (Metropolitan Area)",185.07,178.66,156.56,165.83
2004,1,2,3,4,30423,33495,"Austin, TX","New Orleans, LA",153.84,153.84,150.45,150.33
1998,1,2,3,4,33105,32211,"Cincinnati, OH","Las Vegas, NV",232.47,214.86,212.18,212.81
2005,1,2,3,4,31453,34492,"Houston, TX","Raleigh/Durham, NC",207.59,209.51,193.85,197.93
2000,1,2,3,4,30189,32457,"Colorado Springs, CO","San Francisco, CA (Metropolitan Area)",248.68,253.62,232.85,234.04
2001,1,2,3,4,30397,31995,"Atlanta, GA (Metropolitan Area)","Greensboro/High Point, NC",128.71,129.91,118.31,113.55
1999,1,2,3,4,31453,32337,"Houston, TX","Indianapolis, IN",162.7,162.89,151.1,152.33
2000,1,2,3,4,33198,31703,"Kansas City, MO","New York City, NY (Metropolitan Area)",274.19,265.84,268.01,227.24
2011,1,2,3,4,34614,30559,"Salt Lake City, UT","Seattle, WA",157.43,167.54,172.75,158.84
2013,1,2,3,4,30397,31066,"Atlanta, GA (Metropolitan Area)","Columbus, OH",167.94,182.66,200.1,166.27
2012,1,2,3,4,30325,34653,"Denver, CO","Tulsa, OK",174.41,176.07,178.73,184.39
1996,1,2,3,4,30194,30436,"Dallas/Fort Worth, TX","Tucson, AZ",207.41,182.23,216.31,201.6
1999,1,2,3,4,31703,33851,"New York City, NY (Metropolitan Area)","Oklahoma City, OK",273.83,260.81,280.33,273.32
2004,1,2,3,4,33105,30852,"Cincinnati, OH","Washington, DC (Metropolitan Area)",244.28,232.81,212.39,178.38
2007,1,2,3,4,30599,32211,"Birmingham, AL","Las Vegas, NV",201.28,223.01,221.44,207.93
2008,1,2,3,4,30721,30852,"Boston, MA (Metropolitan Area)","Washington, DC (Metropolitan Area)",157.99,162.08,157.91,159.76
2009,1,2,3,4,34100,34492,"Philadelphia, PA","Raleigh/Durham, NC",104.03,95.96,96.18,100.41
2009,1,2,3,4,30785,31703,"Burlington, VT","New York City, NY (Metropolitan Area)",117.02,101.73,107.45,126.2
2004,1,2,3,4,30466,33192,"Phoenix, AZ","Sacramento, CA",108.87,110.5,113.96,116.28
2003,1,2,3,4,31066,30466,"Columbus, OH","Phoenix, AZ",154.09,141.41,142.34,152.24
2000,1,2,3,4,32575,33342,"Los Angeles, CA (Metropolitan Area)","Milwaukee, WI",227.63,219.81,212.11,209.07
2008,1,2,3,4,33495,34100,"New Orleans, LA","Philadelphia, PA",194.66,201.67,194.31,180.61
2000,1,2,3,4,30397,34524,"Atlanta, GA (Metropolitan Area)","Richmond, VA",220.79,218.47,204.0,198.7
2010,1,2,3,4,30559,33195,"Seattle, WA","Tampa, FL (Metropolitan Area)",198.29,215.34,232.08,236.17
2008,1,2,3,4,30257,30977,"Albany, NY","Chicago, IL",180.42,199.92,204.28,192.89
2012,1,2,3,4,31066,31650,"Columbus, OH","Minneapolis/St. Paul, MN",289.96,294.94,267.19,263.03
1996,1,2,3,4,30423,30194,"Austin, TX","Dallas/Fort Worth, TX",84.83,73.78,74.36,74.43
2005,1,2,3,4,30721,34685,"Boston, MA (Metropolitan Area)","Savannah, GA",137.09,147.15,130.5,146.8
2006,1,2,3,4,30194,33342,"Dallas/Fort Worth, TX","Milwaukee, WI",179.03,184.31,182.95,177.36
2007,1,2,3,4,31454,33214,"Orlando, FL","San Antonio, TX",214.49,192.18,183.88,186.93
2008,1,2,3,4,33342,31454,"Milwaukee, WI","Orlando, FL",157.24,133.27,129.63,146.51
2009,1,2,3,4,31453,32448,"Houston, TX","Jackson/Vicksburg, MS",116.04,117.54,122.6,119.01
1996,1,2,3,4,30397,31267,"Atlanta, GA (Metropolitan Area)","Dayton, OH",196.09,159.8,171.24,167.64
2007,1,2,3,4,34576,30852,"Rochester, NY","Washington, DC (Metropolitan Area)",150.41,152.13,159.33,165.85
2006,1,2,3,4,32211,32575,"Las Vegas, NV","Los Angeles, CA (Metropolitan Area)",99.06,101.32,98.3,94.71
2009,1,2,3,4,33495,30852,"New Orleans, LA","Washington, DC (Metropolitan Area)",192.33,192.41,181.7,188.24
1999,1,2,3,4,30397,31123,"Atlanta, GA (Metropolitan Area)","St. Louis, MO",230.1,237.75,232.84,219.81
2013,1,2,3,4,31703,34524,"New York City, NY (Metropolitan Area)","Richmond, VA",312.52,326.44,321.17,313.49
2006,1,2,3,4,30325,30436,"Denver, CO","Tucson, AZ",171.51,161.67,145.67,145.82
1997,1,2,3,4,31295,33044,"Detroit, MI","Louisville, KY",132.94,134.96,135.28,146.2
2006,1,2,3,4,31703,34524,"New York City, NY (Metropolitan Area)","Richmond, VA",216.44,123.62,112.52,104.42
2003,1,2,3,4,30325,32457,"Denver, CO","San Francisco, CA (Metropolitan Area)",189.05,190.67,197.44,196.63
1997,1,2,3,4,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",267.34,224.6,203.73,244.13
2014,1,2,3,4,30325,33198,"Denver, CO","Kansas City, MO",149.49,139.91,146.77,145.53
2001,1,2,3,4,30721,31135,"Boston, MA (Metropolitan Area)","Myrtle Beach, SC",105.73,112.64,105.71,99.27
2001,1,2,3,4,30397,30198,"Atlanta, GA (Metropolitan Area)","Pittsburgh, PA",109.39,102.06,91.54,93.35
2012,1,2,3,4,32337,34492,"Indianapolis, IN","Raleigh/Durham, NC",208.01,221.39,207.38,203.92
2013,1,2,3,4,30140,30194,"Albuquerque, NM","Dallas/Fort Worth, TX",169.9,182.05,195.8,184.72
1998,1,2,3,4,30977,31423,"Chicago, IL","Des Moines, IA",249.58,216.59,189.29,186.8
2011,1,2,3,4,30194,33342,"Dallas/Fort Worth, TX","Milwaukee, WI",177.24,173.88,181.46,183.92
2007,1,2,3,4,32337,33570,"Indianapolis, IN","San Diego, CA",200.92,209.68,210.17,206.29
2011,1,2,3,4,33105,31454,"Cincinnati, OH","Orlando, FL",173.86,168.28,162.57,178.14
2005,1,2,3,4,32575,33214,"Los Angeles, CA (Metropolitan Area)","San Antonio, TX",193.76,196.14,182.81,181.36
1996,1,2,3,4,32211,30466,"Las Vegas, NV","Phoenix, AZ",73.3,73.81,73.48,76.43
2011,1,2,3,4,30647,30194,"Cleveland, OH (Metropolitan Area)","Dallas/Fort Worth, TX",286.72,254.9,240.08,275.47
2001,1,2,3,4,33570,30852,"San Diego, CA","Washington, DC (Metropolitan Area)",279.57,246.84,225.1,215.15
2000,1,2,3,4,31267,32467,"Dayton, OH","Miami, FL (Metropolitan Area)",149.16,136.92,125.23,136.19
1998,1,2,3,4,30977,33198,"Chicago, IL","Kansas City, MO",84.19,85.61,87.78,96.99
2000,1,2,3,4,31453,34570,"Houston, TX","Reno, NV",149.66,164.68,202.01,176.94
2009,1,2,3,4,30721,31135,"Boston, MA (Metropolitan Area)","Myrtle Beach, SC",126.96,133.6,125.9,130.59
2014,1,2,3,4,30615,32211,"El Paso, TX","Las Vegas, NV",200.96,196.96,184.63,190.62
2000,1,2,3,4,31453,33570,"Houston, TX","San Diego, CA",220.73,222.51,242.79,218.08
1996,1,2,3,4,30189,33851,"Colorado Springs, CO","Oklahoma City, OK",61.98,80.04,84.69,82.58
2008,1,2,3,4,30599,32211,"Birmingham, AL","Las Vegas, NV",222.16,223.36,234.36,219.98
2000,1,2,3,4,30466,30852,"Phoenix, AZ","Washington, DC (Metropolitan Area)",217.43,211.22,224.43,212.94
2000,1,2,3,4,32575,34614,"Los Angeles, CA (Metropolitan Area)","Salt Lake City, UT",106.35,102.22,104.1,101.23
1999,1,2,3,4,30397,33214,"Atlanta, GA (Metropolitan Area)","San Antonio, TX",221.73,213.92,205.73,202.15
2000,1,2,3,4,32337,32467,"Indianapolis, IN","Miami, FL (Metropolitan Area)",145.29,143.0,133.44,142.75
1996,1,2,3,4,31136,32467,"Jacksonville, FL","Miami, FL (Metropolitan Area)",91.64,96.14,100.69,97.69
2004,1,2,3,4,31986,32575,"Grand Rapids, MI","Los Angeles, CA (Metropolitan Area)",184.38,199.93,190.99,193.65
2002,1,2,3,4,30194,33158,"Dallas/Fort Worth, TX","Midland/Odessa, TX",82.39,82.93,83.8,86.01
2006,1,2,3,4,30194,33667,"Dallas/Fort Worth, TX","Norfolk, VA (Metropolitan Area)",242.89,250.18,250.32,224.23
1997,1,2,3,4,31453,30693,"Houston, TX","Nashville, TN",106.62,117.58,117.54,116.06
1996,1,2,3,4,30158,30721,"Atlantic City, NJ","Boston, MA (Metropolitan Area)",69.03,85.77,94.37,79.88
2008,1,2,3,4,34576,30852,"Rochester, NY","Washington, DC (Metropolitan Area)",184.59,189.05,182.08,169.12
2011,1,2,3,4,31453,33195,"Houston, TX","Tampa, FL (Metropolitan Area)",224.39,231.39,234.3,224.41
2006,1,2,3,4,31295,33342,"Detroit, MI","Milwaukee, WI",264.9,253.46,257.08,246.5
2004,1,2,3,4,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",330.64,308.79,299.19,292.37
2013,1,2,3,4,32211,32467,"Las Vegas, NV","Miami, FL (Metropolitan Area)",256.39,252.34,243.97,252.08
2004,1,2,3,4,30721,33214,"Boston, MA (Metropolitan Area)","San Antonio, TX",222.85,224.12,212.82,230.22
1998,1,2,3,4,30397,31066,"Atlanta, GA (Metropolitan Area)","Columbus, OH",214.24,198.35,188.38,182.81
1998,1,2,3,4,31453,30198,"Houston, TX","Pittsburgh, PA",343.9,330.7,336.63,308.17
2002,1,2,3,4,30529,31453,"Hartford, CT","Houston, TX",238.9,237.85,221.5,201.62
2012,1,2,3,4,30397,33198,"Atlanta, GA (Metropolitan Area)","Kansas City, MO",193.11,187.64,165.46,172.01
2009,1,2,3,4,30721,33105,"Boston, MA (Metropolitan Area)","Cincinnati, OH",286.91,215.65,213.11,229.5
2000,1,2,3,4,32457,30436,"San Francisco, CA (Metropolitan Area)","Tucson, AZ",127.55,129.19,132.3,127.39
2010,1,2,3,4,32467,30852,"Miami, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",160.81,151.07,140.91,149.71
1997,1,2,3,4,31057,30198,"Charlotte, NC","Pittsburgh, PA",279.32,261.41,247.19,239.24
2013,1,2,3,4,30140,32575,"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",182.85,178.76,194.86,194.13
2001,1,2,3,4,31454,34492,"Orlando, FL","Raleigh/Durham, NC",112.69,98.76,81.74,98.1
2002,1,2,3,4,31066,31454,"Columbus, OH","Orlando, FL",105.96,106.08,98.0,110.76
2003,1,2,3,4,32600,31123,"Little Rock, AR","St. Louis, MO",88.16,84.91,81.65,82.59
2009,1,2,3,4,30397,34492,"Atlanta, GA (Metropolitan Area)","Raleigh/Durham, NC",142.48,125.73,126.4,133.14
2014,1,2,3,4,31295,31136,"Detroit, MI","Jacksonville, FL",230.68,227.45,224.04,241.85
2014,1,2,3,4,30423,34614,"Austin, TX","Salt Lake City, UT",272.17,253.02,245.38,266.21
2001,1,2,3,4,32337,32467,"Indianapolis, IN","Miami, FL (Metropolitan Area)",149.15,132.61,106.7,115.37
1998,1,2,3,4,30647,33495,"Cleveland, OH (Metropolitan Area)","New Orleans, LA",171.09,167.84,157.2,162.17
2005,1,2,3,4,30713,32457,"Boise, ID","San Francisco, CA (Metropolitan Area)",143.15,140.91,141.19,158.09
2001,1,2,3,4,30977,31267,"Chicago, IL","Dayton, OH",186.18,173.31,161.61,133.18
2011,1,2,3,4,30397,31453,"Atlanta, GA (Metropolitan Area)","Houston, TX",207.95,214.6,203.41,211.15
1998,1,2,3,4,34100,34492,"Philadelphia, PA","Raleigh/Durham, NC",212.67,201.47,198.77,197.44
2003,1,2,3,4,30721,33342,"Boston, MA (Metropolitan Area)","Milwaukee, WI",205.54,184.3,160.9,160.6
2001,1,2,3,4,30977,32600,"Chicago, IL","Little Rock, AR",137.61,137.93,133.18,126.09
2010,1,2,3,4,31295,30466,"Detroit, MI","Phoenix, AZ",202.55,212.0,214.98,214.31
2009,1,2,3,4,32337,32211,"Indianapolis, IN","Las Vegas, NV",143.47,149.87,156.46,171.98
2005,1,2,3,4,30977,31423,"Chicago, IL","Des Moines, IA",182.49,209.97,222.6,211.69
2005,1,2,3,4,33342,30852,"Milwaukee, WI","Washington, DC (Metropolitan Area)",144.28,155.75,149.42,166.22
2000,1,2,3,4,30189,30194,"Colorado Springs, CO","Dallas/Fort Worth, TX",188.1,178.68,181.5,173.41
2008,1,2,3,4,30140,30436,"Albuquerque, NM","Tucson, AZ",94.38,95.07,110.66,112.44
1996,1,2,3,4,32457,30852,"San Francisco, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",332.36,311.04,325.87,329.58
1999,1,2,3,4,32575,33214,"Los Angeles, CA (Metropolitan Area)","San Antonio, TX",166.21,165.78,161.22,160.01
2004,1,2,3,4,33214,31123,"San Antonio, TX","St. Louis, MO",186.41,182.43,183.71,188.2
2002,1,2,3,4,30194,31650,"Dallas/Fort Worth, TX","Minneapolis/St. Paul, MN",253.32,236.14,241.48,237.13
2007,1,2,3,4,30194,30436,"Dallas/Fort Worth, TX","Tucson, AZ",201.16,199.26,178.71,181.59
2003,1,2,3,4,30140,30852,"Albuquerque, NM","Washington, DC (Metropolitan Area)",200.51,194.45,193.91,196.94
2009,1,2,3,4,33495,30559,"New Orleans, LA","Seattle, WA",175.54,189.88,227.67,212.67
2008,1,2,3,4,31703,31123,"New York City, NY (Metropolitan Area)","St. Louis, MO",229.55,277.17,282.57,251.7
2010,1,2,3,4,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",203.7,198.2,205.06,198.54
2002,1,2,3,4,31703,32457,"New York City, NY (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",360.92,320.78,290.84,297.1
2011,1,2,3,4,33495,30852,"New Orleans, LA","Washington, DC (Metropolitan Area)",200.59,212.26,193.43,206.98
2013,1,2,3,4,30194,33214,"Dallas/Fort Worth, TX","San Antonio, TX",134.22,142.7,158.59,154.77
2012,1,2,3,4,34614,30852,"Salt Lake City, UT","Washington, DC (Metropolitan Area)",314.02,322.34,311.78,325.95
1996,1,2,3,4,30397,33214,"Atlanta, GA (Metropolitan Area)","San Antonio, TX",210.72,208.91,212.14,190.14
1998,1,2,3,4,31986,32575,"Grand Rapids, MI","Los Angeles, CA (Metropolitan Area)",272.72,253.2,242.8,229.28
2011,1,2,3,4,31453,30852,"Houston, TX","Washington, DC (Metropolitan Area)",295.05,281.73,281.03,261.85
2008,1,2,3,4,34100,33214,"Philadelphia, PA","San Antonio, TX",196.07,175.88,166.46,168.88
2010,1,2,3,4,31454,34524,"Orlando, FL","Richmond, VA",115.6,120.85,113.72,119.28
2007,1,2,3,4,31295,31454,"Detroit, MI","Orlando, FL",123.64,116.09,98.53,117.35
2013,1,2,3,4,30977,31136,"Chicago, IL","Jacksonville, FL",236.33,246.96,236.37,221.32
2012,1,2,3,4,31066,31453,"Columbus, OH","Houston, TX",308.31,296.31,278.89,264.05
2001,1,2,3,4,33198,31123,"Kansas City, MO","St. Louis, MO",74.77,73.66,72.66,72.92
1999,1,2,3,4,30977,33495,"Chicago, IL","New Orleans, LA",164.66,170.56,166.68,162.76
2004,1,2,3,4,30721,33105,"Boston, MA (Metropolitan Area)","Cincinnati, OH",301.09,269.46,219.52,179.49
2005,1,2,3,4,30194,33192,"Dallas/Fort Worth, TX","Sacramento, CA",209.16,226.94,233.66,232.41
2009,1,2,3,4,30599,33195,"Birmingham, AL","Tampa, FL (Metropolitan Area)",144.86,143.59,154.04,157.1
1996,1,2,3,4,30721,31057,"Boston, MA (Metropolitan Area)","Charlotte, NC",270.5,245.91,245.58,251.17
2003,1,2,3,4,30721,31057,"Boston, MA (Metropolitan Area)","Charlotte, NC",271.15,260.17,253.65,241.96
2008,1,2,3,4,31453,30693,"Houston, TX","Nashville, TN",160.74,160.86,180.89,176.37
2013,1,2,3,4,34057,30559,"Portland, OR","Seattle, WA",132.8,129.89,130.03,127.29
1997,1,2,3,4,30977,31995,"Chicago, IL","Greensboro/High Point, NC",300.87,283.96,264.31,271.65
2004,1,2,3,4,31703,33316,"New York City, NY (Metropolitan Area)","Omaha, NE",239.0,225.76,209.87,209.92
2001,1,2,3,4,32467,31123,"Miami, FL (Metropolitan Area)","St. Louis, MO",211.02,196.67,176.14,190.26
2008,1,2,3,4,31136,32211,"Jacksonville, FL","Las Vegas, NV",189.61,188.04,186.54,182.46
1996,1,2,3,4,32575,34570,"Los Angeles, CA (Metropolitan Area)","Reno, NV",83.78,79.76,76.63,77.36
2001,1,2,3,4,31714,34100,"Fort Myers, FL","Philadelphia, PA",167.78,155.05,122.74,144.14
2011,1,2,3,4,30397,32457,"Atlanta, GA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",269.94,274.23,275.6,286.55
2012,1,2,3,4,31066,31703,"Columbus, OH","New York City, NY (Metropolitan Area)",245.39,243.74,251.03,249.45
2001,1,2,3,4,30194,32457,"Dallas/Fort Worth, TX","San Francisco, CA (Metropolitan Area)",405.71,325.42,274.49,279.22
1998,1,2,3,4,30647,31650,"Cleveland, OH (Metropolitan Area)","Minneapolis/St. Paul, MN",312.83,298.02,270.27,262.95
2004,1,2,3,4,31454,33214,"Orlando, FL","San Antonio, TX",182.65,164.29,163.42,175.66
1999,1,2,3,4,31066,32467,"Columbus, OH","Miami, FL (Metropolitan Area)",141.0,129.71,123.7,137.26
2013,1,2,3,4,31714,30198,"Fort Myers, FL","Pittsburgh, PA",162.95,174.04,178.68,195.34
1998,1,2,3,4,33244,30852,"Memphis, TN","Washington, DC (Metropolitan Area)",222.68,198.32,212.16,190.53
2004,1,2,3,4,33667,30852,"Norfolk, VA (Metropolitan Area)","Washington, DC (Metropolitan Area)",108.45,111.09,103.97,102.0
1998,1,2,3,4,30693,33214,"Nashville, TN","San Antonio, TX",113.76,110.13,113.27,113.74
2013,1,2,3,4,32211,30928,"Las Vegas, NV","Wichita, KS",149.98,136.15,138.5,145.24
2009,1,2,3,4,30397,33667,"Atlanta, GA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",144.4,136.97,136.17,144.3
2008,1,2,3,4,30397,33495,"Atlanta, GA (Metropolitan Area)","New Orleans, LA",159.23,177.45,157.89,146.77
1999,1,2,3,4,30693,34492,"Nashville, TN","Raleigh/Durham, NC",184.87,136.63,88.82,83.8
1996,1,2,3,4,33495,33851,"New Orleans, LA","Oklahoma City, OK",92.67,96.07,93.37,89.41
1996,1,2,3,4,30397,34685,"Atlanta, GA (Metropolitan Area)","Savannah, GA",117.68,133.19,160.41,120.88
2011,1,2,3,4,32467,34025,"Miami, FL (Metropolitan Area)","Plattsburgh, NY",149.46,128.42,143.65,146.62
2011,1,2,3,4,30325,34057,"Denver, CO","Portland, OR",149.53,154.64,172.01,172.26
1996,1,2,3,4,30194,33044,"Dallas/Fort Worth, TX","Louisville, KY",178.3,157.13,167.26,190.01
2011,1,2,3,4,30423,30194,"Austin, TX","Dallas/Fort Worth, TX",147.14,160.05,156.64,154.93
2011,1,2,3,4,30977,33192,"Chicago, IL","Sacramento, CA",275.89,266.3,259.04,265.06
2001,1,2,3,4,30977,33244,"Chicago, IL","Memphis, TN",247.79,218.04,208.29,204.87
2002,1,2,3,4,32467,35249,"Miami, FL (Metropolitan Area)","Tallahassee, FL",105.15,101.54,112.64,106.87
1997,1,2,3,4,31454,34100,"Orlando, FL","Philadelphia, PA",115.44,108.39,108.52,130.27
2003,1,2,3,4,30325,30466,"Denver, CO","Phoenix, AZ",163.62,163.02,161.57,159.05
1996,1,2,3,4,31066,32457,"Columbus, OH","San Francisco, CA (Metropolitan Area)",191.65,195.88,190.54,191.09
2010,1,2,3,4,30647,30852,"Cleveland, OH (Metropolitan Area)","Washington, DC (Metropolitan Area)",152.01,152.56,153.06,148.41
2008,1,2,3,4,31057,30647,"Charlotte, NC","Cleveland, OH (Metropolitan Area)",220.22,220.82,218.68,197.08
2012,1,2,3,4,32575,31884,"Los Angeles, CA (Metropolitan Area)","Spokane, WA",185.25,201.37,210.59,210.59
2004,1,2,3,4,32575,34653,"Los Angeles, CA (Metropolitan Area)","Tulsa, OK",196.11,179.14,185.04,197.71
2009,1,2,3,4,30325,31650,"Denver, CO","Minneapolis/St. Paul, MN",147.84,124.93,123.94,126.48
2005,1,2,3,4,34321,30852,"Portland, ME","Washington, DC (Metropolitan Area)",134.09,132.87,128.35,161.06
2006,1,2,3,4,32211,30693,"Las Vegas, NV","Nashville, TN",154.29,169.04,178.76,170.27
2014,1,2,3,4,30194,31123,"Dallas/Fort Worth, TX","St. Louis, MO",211.03,203.82,208.39,200.1
2012,1,2,3,4,30647,30194,"Cleveland, OH (Metropolitan Area)","Dallas/Fort Worth, TX",282.1,293.22,286.02,272.32
2010,1,2,3,4,31703,31123,"New York City, NY (Metropolitan Area)","St. Louis, MO",186.91,215.84,207.92,210.57
2010,1,2,3,4,30158,31454,"Atlantic City, NJ","Orlando, FL",113.12,109.02,95.17,98.55
2002,1,2,3,4,31703,30559,"New York City, NY (Metropolitan Area)","Seattle, WA",287.37,269.67,230.48,235.26
1999,1,2,3,4,33198,30852,"Kansas City, MO","Washington, DC (Metropolitan Area)",184.66,173.8,173.33,171.07
1996,1,2,3,4,33105,30325,"Cincinnati, OH","Denver, CO",227.64,212.16,228.14,257.75
1996,1,2,3,4,34321,30852,"Portland, ME","Washington, DC (Metropolitan Area)",176.93,168.8,161.22,174.56
2012,1,2,3,4,31136,31650,"Jacksonville, FL","Minneapolis/St. Paul, MN",246.14,266.03,232.02,219.4
2004,1,2,3,4,30325,32467,"Denver, CO","Miami, FL (Metropolitan Area)",171.93,151.07,142.13,161.22
2008,1,2,3,4,31136,30852,"Jacksonville, FL","Washington, DC (Metropolitan Area)",170.36,174.27,173.31,173.02
2006,1,2,3,4,31295,30852,"Detroit, MI","Washington, DC (Metropolitan Area)",197.12,133.53,99.34,93.69
2003,1,2,3,4,30194,32467,"Dallas/Fort Worth, TX","Miami, FL (Metropolitan Area)",251.05,236.1,212.64,218.14
2002,1,2,3,4,31267,31454,"Dayton, OH","Orlando, FL",128.02,123.95,121.66,132.66
2012,1,2,3,4,32337,34100,"Indianapolis, IN","Philadelphia, PA",256.72,246.75,238.7,227.23
2007,1,2,3,4,30194,30529,"Dallas/Fort Worth, TX","Hartford, CT",283.44,281.22,269.9,270.68
2000,1,2,3,4,32211,30466,"Las Vegas, NV","Phoenix, AZ",83.92,86.67,87.18,85.13
1997,1,2,3,4,34570,30852,"Reno, NV","Washington, DC (Metropolitan Area)",213.94,203.89,205.39,209.3
2006,1,2,3,4,32467,34057,"Miami, FL (Metropolitan Area)","Portland, OR",223.37,238.12,238.89,250.63
2011,1,2,3,4,30194,33192,"Dallas/Fort Worth, TX","Sacramento, CA",240.89,244.99,252.8,253.31
1997,1,2,3,4,30423,30194,"Austin, TX","Dallas/Fort Worth, TX",80.51,78.33,77.08,78.46
2011,1,2,3,4,30140,31453,"Albuquerque, NM","Houston, TX",208.98,226.06,214.59,223.96
2001,1,2,3,4,30325,32457,"Denver, CO","San Francisco, CA (Metropolitan Area)",271.38,251.67,231.82,234.06
2010,1,2,3,4,33195,30852,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",164.38,165.85,157.26,155.68
2007,1,2,3,4,33244,32467,"Memphis, TN","Miami, FL (Metropolitan Area)",208.72,195.64,181.72,189.68
2005,1,2,3,4,30647,32467,"Cleveland, OH (Metropolitan Area)","Miami, FL (Metropolitan Area)",173.57,156.37,145.12,159.71
2006,1,2,3,4,30423,30466,"Austin, TX","Phoenix, AZ",175.87,182.96,184.14,172.61
1997,1,2,3,4,33244,31703,"Memphis, TN","New York City, NY (Metropolitan Area)",290.66,267.34,269.95,262.58
2009,1,2,3,4,30397,33367,"Atlanta, GA (Metropolitan Area)","Quad Cities, IL (Metropolitan Area)",127.52,119.1,116.51,143.73
2006,1,2,3,4,33198,31650,"Kansas City, MO","Minneapolis/St. Paul, MN",293.69,299.44,289.49,276.73
2006,1,2,3,4,30466,33192,"Phoenix, AZ","Sacramento, CA",142.43,156.7,155.51,150.63
2011,1,2,3,4,30397,33198,"Atlanta, GA (Metropolitan Area)","Kansas City, MO",173.46,174.23,160.89,175.01
